,Status ID,Customer ID,Count_x,Quarter_x,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Service ID,Count_y,Quarter_y,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
769,IRHTRW9794,9844-FELAJ,1,Q3,3,Stayed,No,0,53,5899,,,JXFYSZNEB1664,1,Q3,Yes,2,70,,Yes,9.4,Yes,Yes,Fiber Optic,17,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,107.9,7475.85,0.0,20,658.0,8153.85,1,Female,65,No,Yes,Yes,Yes,2
770,OBRSZY2967,8395-ETZKQ,1,Q3,3,Stayed,No,0,51,5443,,,OPRALEPWU5199,1,Q3,Yes,8,68,,Yes,35.14,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.5,1193.55,0.0,0,2389.52,3583.07,1,Male,73,No,Yes,Yes,Yes,1
771,NEBTBH4553,8336-TAVKX,1,Q3,3,Stayed,No,0,71,4032,,,JZEMYRIJY1974,1,Q3,Yes,10,72,,Yes,15.82,Yes,Yes,DSL,13,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,78.45,5682.25,0.0,0,1139.04,6821.29,1,Female,68,No,Yes,Yes,No,0
772,XTMTXI7431,0581-BXBUB,1,Q3,4,Stayed,No,0,50,4503,,,VAWNBMAFT7664,1,Q3,No,0,4,,Yes,35.67,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,72.75,317.75,0.0,0,142.68,460.43,1,Female,76,No,Yes,No,No,0
773,URZVXI2715,5150-ITWWB,1,Q3,4,Joined,No,0,40,4496,,,SOINOMQZD4939,1,Q3,No,0,3,Offer E,Yes,37.78,Yes,Yes,Fiber Optic,28,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.85,335.75,0.0,0,113.34,449.09,1,Male,65,No,Yes,No,No,0
774,BCVKHI3687,9281-OFDMF,1,Q3,4,Stayed,No,0,39,5028,,,ZQCWYZCJT2543,1,Q3,No,0,39,,Yes,20.06,Yes,Yes,Fiber Optic,3,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.7,3413.25,0.0,0,782.34,4195.59,1,Male,76,No,Yes,No,No,0
775,BRLPBJ8469,7636-OWBPG,1,Q3,3,Stayed,No,0,27,3606,,,YJYDFAMAT5917,1,Q3,No,0,12,,No,0.0,No,Yes,DSL,4,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,29.35,381.2,38.98,0,0.0,342.22,1,Male,79,No,Yes,No,No,0
776,FNUDBZ9713,0549-CYCQN,1,Q3,5,Stayed,No,0,59,4673,,,RSFDVFWEJ8494,1,Q3,No,0,51,,Yes,24.92,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.6,3974.7,16.73,0,1270.92,5228.89,1,Male,69,No,Yes,No,No,0
777,ZQIBBA8373,0928-JMXNP,1,Q3,4,Stayed,No,0,46,2914,,,JUQBIIKWI5558,1,Q3,Yes,3,4,Offer E,No,0.0,No,Yes,DSL,5,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,29.9,118.25,0.0,0,0.0,118.25,1,Male,78,No,Yes,Yes,No,0
778,YWDEBT9514,3629-ZNKXA,1,Q3,4,Stayed,No,0,53,3296,,,QGAPLLHCU6364,1,Q3,No,0,17,,Yes,17.26,No,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,101.8,1752.45,27.15,90,293.42,2108.72,1,Male,77,No,Yes,No,No,0
779,LFZOTD6146,4827-LTQRJ,1,Q3,4,Stayed,No,0,67,5418,,,HEBJJWLZR4114,1,Q3,Yes,1,66,,Yes,44.38,Yes,Yes,Fiber Optic,28,Yes,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,110.6,7210.85,0.0,0,2929.08,10139.93,1,Female,70,No,Yes,Yes,Yes,2
780,UOSBWL4998,0136-IFMYD,1,Q3,5,Stayed,No,0,63,4297,,,GKMUIQIZS7722,1,Q3,Yes,1,69,,Yes,18.41,Yes,Yes,Fiber Optic,17,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109.95,7634.25,0.0,0,1270.29,8904.54,1,Male,71,No,Yes,Yes,No,0
781,HRDMBF2819,5144-TVGLP,1,Q3,3,Stayed,No,0,71,3654,,,WPZEGBQNP8254,1,Q3,No,0,38,,Yes,46.96,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,94.75,3653.0,45.82,0,1784.48,5391.66,1,Male,68,No,Yes,No,No,0
782,WSVDDH5786,9659-ZTWSM,1,Q3,4,Stayed,No,0,53,4138,,,AIZZYOSXX1724,1,Q3,Yes,7,66,,Yes,7.86,Yes,Yes,Fiber Optic,26,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,107.35,7051.95,39.18,0,518.76,7531.53,1,Male,71,No,Yes,Yes,No,0
783,YXNWIW7672,2195-VVRJF,1,Q3,3,Stayed,No,0,30,2422,,,LTRLFQOCZ6929,1,Q3,Yes,6,18,,Yes,5.73,No,Yes,DSL,13,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,59.1,1011.05,31.05,0,103.14,1083.14,1,Male,74,No,Yes,Yes,No,0
784,VQDHCZ1817,1125-SNVCK,1,Q3,5,Stayed,No,0,68,5651,,,OVURCGOVK8286,1,Q3,No,0,49,,Yes,35.65,No,Yes,DSL,3,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,43.8,2106.05,20.45,0,1746.85,3832.45,1,Female,78,No,Yes,No,No,0
785,YEIEEG3238,2545-EBUPK,1,Q3,3,Joined,No,0,72,5039,,,HDHMLNHGE1264,1,Q3,No,0,2,Offer E,Yes,21.9,Yes,Yes,Fiber Optic,22,No,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,84.05,186.05,0.0,0,43.8,229.85,1,Female,70,No,Yes,No,No,0
786,RQEQYD4718,2172-EJXVF,1,Q3,3,Stayed,No,0,60,5479,,,NZTICUFSO4856,1,Q3,No,0,71,,Yes,25.61,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,105.9,7521.95,6.65,100,1818.31,9433.61,1,Female,65,No,Yes,No,No,0
787,HVTUUC5118,8659-HDIYE,1,Q3,4,Stayed,No,0,58,5113,,,GXROCOMBK7949,1,Q3,No,0,64,,Yes,27.7,Yes,Yes,DSL,21,No,Yes,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,74.65,4869.35,47.04,0,1772.8,6595.11,1,Female,68,No,Yes,No,No,0
788,KPDDLL6788,4680-KUTAJ,1,Q3,4,Stayed,No,0,80,5014,,,AEVQQFXRM6477,1,Q3,No,0,11,,Yes,2.81,Yes,Yes,DSL,3,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,55.6,580.8,15.2,0,30.91,596.51,1,Female,73,No,Yes,No,No,0
789,IIUSTW8496,2883-ILGWO,1,Q3,5,Stayed,No,0,75,5838,,,BNLQQROAK4326,1,Q3,No,0,57,,Yes,32.12,Yes,Yes,Fiber Optic,15,No,Yes,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,104.9,5913.95,1.69,90,1830.84,7833.1,1,Male,68,No,Yes,No,No,0
790,DINGZR3216,1167-OYZJF,1,Q3,5,Stayed,No,0,76,4934,,,ACMZNMKAV1437,1,Q3,Yes,7,67,,Yes,49.94,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,1263.05,43.66,0,3345.98,4565.37,1,Female,65,No,Yes,Yes,No,0
791,MYJFOM7676,4806-DXQCE,1,Q3,4,Stayed,No,0,46,6146,,,LWALGFUXJ1641,1,Q3,Yes,7,70,,Yes,35.39,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,113.65,7714.65,24.36,0,2477.3,10167.59,1,Female,77,No,Yes,Yes,No,0
792,OZHDCQ1492,5996-NRVXR,1,Q3,3,Stayed,No,0,53,4332,,,PBTDDRCCJ6575,1,Q3,Yes,2,40,,Yes,15.15,No,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,98.15,4116.8,27.89,0,606.0,4694.91,1,Male,68,No,Yes,Yes,No,0
793,ELAHDJ1981,0100-DUVFC,1,Q3,5,Stayed,No,0,57,5291,,,HCVWJNUKQ8293,1,Q3,Yes,3,70,,Yes,39.49,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.8,7308.95,6.11,0,2764.3,10067.14,1,Male,66,No,Yes,Yes,No,0
794,OUJJBO9356,5397-TUPSH,1,Q3,3,Stayed,No,0,30,4871,,,BCCOYBTAK7747,1,Q3,Yes,6,65,,Yes,28.68,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70.95,4555.2,7.43,0,1864.2,6411.97,1,Male,76,No,Yes,Yes,No,0
795,MHVNSZ7118,6773-LQTVT,1,Q3,5,Stayed,No,0,46,4107,,,ISCINNXPU6387,1,Q3,Yes,8,29,,No,0.0,No,Yes,DSL,20,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,35.65,1025.15,25.07,0,0.0,1000.08,1,Female,67,No,Yes,Yes,Yes,1
796,NAOXZL9856,9402-ORRAH,1,Q3,3,Stayed,No,0,41,4173,,,EESETZXCT1777,1,Q3,No,0,15,,Yes,39.57,No,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,91.5,1400.3,48.66,0,593.55,1945.19,1,Female,80,No,Yes,No,No,0
797,YKNMJX1192,4840-ORQXB,1,Q3,3,Stayed,No,0,35,5128,,,DNDBBAUCE5439,1,Q3,No,0,56,,Yes,27.64,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,104.75,5841.35,36.52,0,1547.84,7352.67,1,Female,67,No,Yes,No,No,0
798,ZGYWHY1645,3982-DQLUS,1,Q3,3,Stayed,No,0,21,4978,,,BUYQKMKAL5478,1,Q3,Yes,10,65,,Yes,9.68,Yes,Yes,Fiber Optic,23,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.75,5688.45,38.09,0,629.2,6279.56,1,Male,78,No,Yes,Yes,Yes,1
799,XNPDJI3798,3756-VNWDH,1,Q3,3,Stayed,No,0,66,4368,,,CHCSUTYYE9531,1,Q3,Yes,6,65,,Yes,32.08,Yes,Yes,Fiber Optic,8,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.75,6674.65,0.0,0,2085.2,8759.85,1,Male,66,No,Yes,Yes,No,0
800,QLTVCO9544,2921-XWDJH,1,Q3,3,Stayed,No,0,49,2768,,,USBMJTMDV9129,1,Q3,No,0,38,,Yes,3.42,No,Yes,Fiber Optic,15,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,83.45,3147.15,24.98,0,129.96,3252.13,1,Female,76,No,Yes,Yes,No,0
801,IBXWHL9286,9799-CAYJJ,1,Q3,4,Joined,No,0,58,2901,,,FLHFMVYLB2377,1,Q3,Yes,1,2,Offer E,Yes,32.62,No,Yes,Fiber Optic,2,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,69.3,153.8,0.0,0,65.24,219.04,1,Female,79,No,Yes,Yes,No,0
802,JMTWTO5329,6814-ZPWFQ,1,Q3,4,Stayed,No,0,49,5896,,,ZQFFPXSNV5457,1,Q3,No,0,51,,Yes,3.11,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.0,1260.7,0.0,0,158.61,1419.31,1,Male,67,No,Yes,No,No,0
803,EMBUZA4826,5019-GQVCR,1,Q3,4,Stayed,No,0,56,4556,,,TVHOBUQLV2587,1,Q3,No,0,43,,Yes,8.81,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.85,3645.6,0.0,0,378.83,4024.43,1,Male,74,No,Yes,No,No,0
804,SWJAWY7583,2880-FPNAE,1,Q3,4,Joined,No,0,32,3170,,,MUBUSBMLZ7534,1,Q3,Yes,1,2,Offer E,Yes,7.29,No,Yes,Fiber Optic,14,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.2,140.1,0.0,0,14.58,154.68,1,Male,69,No,Yes,Yes,No,0
805,RZDESO3956,1568-BEKZM,1,Q3,3,Stayed,No,0,47,4666,,,ZGBVICYCI3867,1,Q3,Yes,7,70,,Yes,12.07,Yes,Yes,DSL,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.05,6333.4,0.0,0,844.9,7178.3,1,Male,65,No,Yes,Yes,No,0
806,FVSYZE5595,2045-BMBTJ,1,Q3,4,Stayed,No,0,30,3116,,,GZVTQYQUX1836,1,Q3,No,0,33,,No,0.0,No,Yes,DSL,16,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,59.45,1884.65,0.0,0,0.0,1884.65,1,Female,80,No,Yes,No,No,0
807,CGGVBU5136,6741-EGCBI,1,Q3,3,Stayed,No,0,53,5983,,,RONMPQCPP1987,1,Q3,No,0,30,,Yes,4.04,Yes,Yes,Fiber Optic,14,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,90.5,2595.85,0.0,0,121.2,2717.05,1,Male,69,No,Yes,No,No,0
808,LTXYAQ3394,1730-ZMAME,1,Q3,4,Stayed,No,0,24,3041,,,GJCKMEVSW4198,1,Q3,No,0,32,,Yes,48.62,No,Yes,Fiber Optic,12,No,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,79.5,2665.0,0.0,0,1555.84,4220.84,1,Female,74,No,Yes,No,No,0
809,THNSYO4451,5913-INRQV,1,Q3,3,Stayed,No,0,38,3202,,,MBUBQSZNO9799,1,Q3,Yes,7,34,,Yes,26.49,No,Yes,Fiber Optic,18,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,90.15,3128.8,0.0,0,900.66,4029.46,1,Male,71,No,Yes,Yes,No,0
810,MPWQFA7355,6185-TASNN,1,Q3,4,Joined,No,0,65,2546,,,CNXKSYIOA4543,1,Q3,No,0,1,Offer E,Yes,11.51,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,46.3,46.3,0.0,0,11.51,57.81,1,Male,71,No,Yes,No,No,0
811,SQEXAL4946,1925-LFCZZ,1,Q3,4,Stayed,No,0,70,4932,,,DRSCQLPUJ8797,1,Q3,No,0,55,,No,0.0,No,Yes,DSL,23,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,50.05,2743.45,0.0,0,0.0,2743.45,1,Male,71,No,Yes,No,No,0
812,HIMEFG9189,8707-RMEZH,1,Q3,3,Stayed,No,0,69,4148,,,UTQZHCXSU1438,1,Q3,Yes,6,69,,Yes,34.55,No,Yes,Fiber Optic,19,Yes,Yes,No,No,No,Yes,No,Yes,One Year,No,Credit Card,87.3,6055.55,0.0,0,2383.95,8439.5,1,Female,67,No,Yes,Yes,No,0
813,TLGGEX3516,9373-WSLOY,1,Q3,3,Stayed,No,0,65,5600,,,SOQZMHEYO8371,1,Q3,Yes,1,33,,No,0.0,No,Yes,DSL,4,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,50.0,1750.85,0.0,0,0.0,1750.85,1,Male,80,No,Yes,Yes,No,0
814,GSXODY6381,9819-FBNSV,1,Q3,3,Stayed,No,0,20,4121,,,LQRFIKBQG1987,1,Q3,Yes,8,37,,Yes,23.54,No,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,72.25,2575.45,0.0,0,870.98,3446.43,1,Male,75,No,Yes,Yes,No,0
815,CDYWON6363,9544-PYPSJ,1,Q3,4,Stayed,No,0,37,5868,,,ARMSNVRKX6748,1,Q3,Yes,1,62,,Yes,45.76,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,No,Yes,No,No,Two Year,Yes,Credit Card,96.1,6019.35,0.0,150,2837.12,9006.47,1,Female,67,No,Yes,Yes,Yes,2
816,IOUZPB2959,3878-AVSOQ,1,Q3,4,Joined,No,0,49,5033,,,XKHDEISWZ5555,1,Q3,No,0,1,,Yes,17.6,No,Yes,Fiber Optic,2,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,71.25,71.25,0.0,10,17.6,98.85,1,Female,68,No,Yes,No,No,0
817,ZPQFHA4496,3258-SYSWS,1,Q3,3,Stayed,No,0,56,4598,,,HCQVPDLEM7416,1,Q3,No,0,72,,Yes,24.67,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,113.8,7845.8,0.0,0,1776.24,9622.04,1,Male,75,No,Yes,No,No,0
818,QHKHDC6884,0512-FLFDW,1,Q3,5,Stayed,No,0,34,6442,,,TKSZVCGAV8612,1,Q3,Yes,3,60,,Yes,27.68,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,100.5,6029.0,0.0,0,1660.8,7689.8,1,Female,74,No,Yes,Yes,No,0
819,AZVXBE3173,2107-FBPTK,1,Q3,4,Stayed,No,0,59,5655,,,OOOANWOCR5174,1,Q3,No,0,30,,Yes,41.93,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.1,3121.1,0.0,0,1257.9,4379.0,1,Female,80,No,Yes,No,No,0
820,LLXFNS4627,1016-DJTSV,1,Q3,4,Stayed,No,0,20,5242,,,NHRUPMHFM9355,1,Q3,No,0,8,Offer E,Yes,41.85,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,69.7,572.85,0.0,0,334.8,907.65,1,Male,66,No,Yes,No,No,0
821,KYCAGB1741,5699-BNCAS,1,Q3,3,Stayed,No,0,73,4788,,,ORFMSJWLQ1379,1,Q3,No,0,71,Offer A,Yes,4.75,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.65,1766.75,0.0,0,337.25,2104.0,1,Male,79,No,Yes,No,No,0
822,CYDCMU5262,2900-PHPLN,1,Q3,3,Stayed,No,0,22,5209,,,RWTXJSEWO3145,1,Q3,Yes,2,70,Offer A,Yes,15.9,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.55,1462.05,0.0,0,1113.0,2575.05,1,Female,73,No,Yes,Yes,No,0
823,KAJJDT2881,4039-PIMHX,1,Q3,3,Stayed,No,0,37,4306,,,FURYDSFGR1965,1,Q3,Yes,4,49,,Yes,1.67,No,Yes,DSL,15,No,Yes,No,No,No,No,No,Yes,Two Year,No,Credit Card,49.8,2398.4,0.0,0,81.83,2480.23,1,Male,74,No,Yes,Yes,No,0
824,IWVNAE6217,7826-VVKWT,1,Q3,5,Stayed,No,0,73,4309,,,TZILMKNCV9366,1,Q3,Yes,9,24,,Yes,20.78,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,96.55,2263.45,0.0,0,498.72,2762.17,1,Female,69,No,Yes,Yes,Yes,1
825,VAENJE1821,5288-AHOUP,1,Q3,3,Stayed,No,0,51,4333,,,ZAVQCWBFW6998,1,Q3,No,0,11,,Yes,41.58,No,Yes,Fiber Optic,3,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,78.5,874.2,0.0,0,457.38,1331.58,1,Male,71,No,Yes,No,No,0
826,BRIUTX3711,7134-HBPBS,1,Q3,5,Stayed,No,0,71,4474,,,TGATBENZK1278,1,Q3,No,0,72,Offer A,Yes,26.87,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.1,7774.05,0.0,0,1934.64,9708.69,1,Female,65,No,Yes,No,No,0
827,VKPKYT4134,4415-WNGVR,1,Q3,4,Stayed,No,0,42,3355,,,KFKWDSVTC6573,1,Q3,Yes,3,12,,Yes,37.15,No,Yes,DSL,13,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,79.2,943.85,0.0,20,445.8,1409.65,1,Female,73,No,Yes,Yes,No,0
828,YZQTLN1296,1309-XGFSN,1,Q3,3,Stayed,No,0,76,6090,,,NNBUTRCAG7263,1,Q3,Yes,1,52,,Yes,7.04,Yes,Yes,DSL,22,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.85,4079.55,0.0,0,366.08,4445.63,1,Male,72,No,Yes,Yes,Yes,1
829,GAITZI9735,0650-BWOZN,1,Q3,3,Stayed,No,0,66,5313,,,MWAUYRMTC1166,1,Q3,No,0,18,,Yes,7.51,No,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,73.55,1359.45,0.0,0,135.18,1494.63,1,Female,71,No,Yes,No,No,0
830,HQVHQC8417,4304-XUMGI,1,Q3,4,Stayed,No,0,34,6084,,,BALOPXHHC8436,1,Q3,Yes,3,50,,Yes,32.9,Yes,Yes,DSL,18,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.15,3822.45,0.0,0,1645.0,5467.45,1,Male,74,No,Yes,Yes,Yes,2
831,PVCMSB9425,9481-IEBZY,1,Q3,3,Stayed,No,0,29,5569,,,RTSQJXWFW6136,1,Q3,Yes,6,72,Offer A,Yes,30.3,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,112.9,8061.5,0.0,20,2181.6,10263.1,1,Male,69,No,Yes,Yes,No,0
832,HDRFWK9638,1080-BWSYE,1,Q3,5,Stayed,No,0,36,6469,,,PDUHBEMMD2813,1,Q3,No,0,64,,Yes,29.43,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.65,1740.8,0.0,0,1883.52,3624.32,1,Male,76,No,Yes,Yes,No,0
833,ALTNPM4611,3786-WOVKF,1,Q3,4,Stayed,No,0,58,4768,,,BVPJZOAPU1148,1,Q3,Yes,8,72,Offer A,Yes,7.85,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106.85,7677.4,0.0,100,565.2,8342.6,1,Female,69,No,Yes,Yes,No,0
834,VWGODY4248,5816-SCGFC,1,Q3,4,Stayed,No,0,46,3660,,,VBVVYOUYG9273,1,Q3,No,0,7,,Yes,11.01,No,Yes,Cable,18,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,51.3,419.35,0.0,0,77.07,496.42,1,Female,73,No,Yes,No,No,0
835,LIWCPC5869,9278-VZKCD,1,Q3,5,Stayed,No,0,49,4428,,,FILNZXVUK4448,1,Q3,Yes,1,52,,Yes,4.11,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109.1,5647.95,0.0,0,213.72,5861.67,1,Female,67,No,Yes,Yes,No,0
836,HGTBVO1473,8261-GWDBQ,1,Q3,3,Stayed,No,0,77,4734,,,SNRBIJHDG3163,1,Q3,Yes,1,60,,Yes,4.06,Yes,Yes,Fiber Optic,11,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,116.05,6925.9,0.0,0,243.6,7169.5,1,Female,70,No,Yes,Yes,No,0
837,MBHNQC3268,6173-GOLSU,1,Q3,4,Stayed,No,0,47,4228,,,XQJSSEVVE1347,1,Q3,Yes,4,67,Offer A,Yes,7.2,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,94.65,6079.0,0.0,0,482.4,6561.4,1,Male,79,No,Yes,Yes,No,0
838,EUFTTY9421,8720-RQSBJ,1,Q3,4,Joined,No,0,46,4320,,,NBSYBXSWB6263,1,Q3,No,0,1,Offer E,Yes,28.67,No,Yes,DSL,4,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,44.0,44.0,0.0,0,28.67,72.67,1,Male,69,No,Yes,No,No,0
839,EBQDGK7192,7225-CBZPL,1,Q3,3,Stayed,No,0,49,4831,,,LMHDPSSHB5231,1,Q3,Yes,7,17,,Yes,46.44,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.8,1563.9,0.0,0,789.48,2353.38,1,Male,79,No,Yes,Yes,No,0
840,QGMTDJ9315,3692-JHONH,1,Q3,5,Stayed,No,0,57,4499,,,PIJNHLPHC8417,1,Q3,Yes,9,52,,Yes,27.74,Yes,Yes,Fiber Optic,18,No,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,106.5,5621.85,0.0,90,1442.48,7154.33,1,Female,70,No,Yes,Yes,No,0
841,EUMNCO4914,1200-TUZHR,1,Q3,4,Stayed,No,0,53,2565,,,PFQOMTGXO3134,1,Q3,No,0,8,Offer E,Yes,44.63,Yes,Yes,Fiber Optic,29,No,No,No,No,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,85.2,695.75,0.0,0,357.04,1052.79,1,Female,70,No,Yes,No,No,0
842,ZPSTAO8144,7130-CTCUS,1,Q3,3,Stayed,No,0,34,3324,,,QJVAWJQOD6162,1,Q3,Yes,5,16,,Yes,35.53,No,Yes,DSL,23,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,54.55,825.1,0.0,0,568.48,1393.58,1,Male,79,No,Yes,Yes,No,0
843,KVTEVX4454,0420-HLGXF,1,Q3,3,Stayed,No,0,58,3860,,,YTKMWLVYI6198,1,Q3,No,0,39,,Yes,10.03,Yes,Yes,Fiber Optic,13,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,99.75,4036.0,0.0,0,391.17,4427.17,1,Female,72,No,Yes,No,No,0
844,YNISZI5758,3657-COGMW,1,Q3,4,Stayed,No,0,69,4251,,,IDEXJOEYM8862,1,Q3,No,0,52,,Yes,11.01,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,108.1,5839.3,0.0,0,572.52,6411.82,1,Female,76,No,Yes,No,No,0
